"year","trial_name","trial_type","plot_width","plot_length","plant_date","harvest_date","location","accession_name_syn","plot_name","rep_number","plot_number","row_number","col_number","check_test","notes","accession_name","check_released","CMD_harvest","branch_number","CMD_1mon","CMD_12mon","CMD_3mon","CMD_6mon","CMD_9mon","CMD_10mon","height_1st_branch","yield_ha","shoot_weight_plot","root_weight_plot","harvest_index","root_number_commercial","stake_plant","planted_number_plot","height","harvest_number","root_skin_color1_3","root_plant_number","root_number","root_rot_number","germinated_number_plot","starch_content","starch_yield_ha"
2021,"2021103MDAYT_quan","2021103MDAYT_quan",4,4,"2021-April-13","2022-January-01","Quang Ngai",NA,"2021103MDAYT_quan_rep3_AR35-1_22",3,22,2,10,"test"," (Operator: lizbethpino, Time: )","AR35-1","test",1,1,1,NA,1,NA,NA,1,51.33333333,NA,NA,NA,NA,NA,NA,25,118.6666667,NA,NA,NA,NA,NA,25,12.3,NA
2021,"2021103MDAYT_quan","2021103MDAYT_quan",4,4,"2021-April-13","2022-January-01","Quang Ngai",NA,"2021103MDAYT_quan_rep3_AR42-4_48",3,48,4,12,"test"," (Operator: lizbethpino, Time: )","AR42-4","test",1,1.666666667,1,NA,1,NA,NA,1,99.33333333,NA,NA,NA,NA,NA,NA,25,161.6666667,NA,NA,NA,NA,NA,25,21.4,NA
2021,"2021103MDAYT_quan","2021103MDAYT_quan",4,4,"2021-April-13","2022-January-01","Quang Ngai",NA,"2021103MDAYT_quan_rep3_AR9-48_46",3,46,4,10,"test"," (Operator: lizbethpino, Time: )","AR9-48","test",1,1.333333333,1,NA,1,NA,NA,1,127,NA,NA,NA,NA,NA,NA,25,153.6666667,NA,NA,NA,NA,NA,25,18.7,NA
2021,"2021103MDAYT_quan","2021103MDAYT_quan",4,4,"2021-April-13","2022-January-01","Quang Ngai",NA,"2021103MDAYT_quan_rep3_CR13-8_9",3,9,1,9,"test"," (Operator: lizbethpino, Time: )","CR13-8","test",1,1.666666667,1,NA,1,NA,NA,1,113,NA,NA,NA,NA,NA,NA,25,171,NA,NA,NA,NA,NA,24,21.5,NA
2021,"2021103MDAYT_quan","2021103MDAYT_quan",4,4,"2021-April-13","2022-January-01","Quang Ngai",NA,"2021103MDAYT_quan_rep3_CR24-16_36",3,36,3,12,"test"," (Operator: lizbethpino, Time: )","CR24-16","test",1,0,1,NA,1,NA,NA,1,98.33333333,NA,NA,NA,NA,NA,NA,25,98.33333333,NA,NA,NA,NA,NA,21,19.3,NA
2021,"2021103MDAYT_quan","2021103MDAYT_quan",4,4,"2021-April-13","2022-January-01","Quang Ngai",NA,"2021103MDAYT_quan_rep3_CR25-4_35",3,35,3,11,"test"," (Operator: lizbethpino, Time: )","CR25-4","test",1,0.666666667,1,NA,1,NA,NA,1,124.6666667,NA,NA,NA,NA,NA,NA,25,124.6666667,NA,NA,NA,NA,NA,23,18.8,NA
2021,"2021103MDAYT_quan","2021103MDAYT_quan",4,4,"2021-April-13","2022-January-01","Quang Ngai",NA,"2021103MDAYT_quan_rep3_CR27-20_45",3,45,4,9,"test"," (Operator: lizbethpino, Time: )","CR27-20","test",1,2,1,NA,1,NA,NA,1,51.33333333,NA,NA,NA,NA,NA,NA,25,150.6666667,NA,NA,NA,NA,NA,19,26.6,NA
2021,"2021103MDAYT_quan","2021103MDAYT_quan",4,4,"2021-April-13","2022-January-01","Quang Ngai","CR52A-4","2021103MDAYT_quan_rep3_CR52A-4_12",3,12,1,12,"test"," (Operator: lizbethpino, Time: )","CR52A4","test",1,2,1,NA,1,NA,NA,1,57,NA,NA,NA,NA,NA,NA,25,147.3333333,NA,NA,NA,NA,NA,24,23.8,NA
2021,"2021103MDAYT_quan","2021103MDAYT_quan",4,4,"2021-April-13","2022-January-01","Quang Ngai",NA,"2021103MDAYT_quan_rep3_IBA972205_47",3,47,4,11,"test"," (Operator: lizbethpino, Time: )","IBA972205","test",1,2.666666667,1,NA,1,NA,NA,1,73.33333333,NA,NA,NA,NA,NA,NA,25,176.3333333,NA,NA,NA,NA,NA,21,10,NA
2021,"2021103MDAYT_quan","2021103MDAYT_quan",4,4,"2021-April-13","2022-January-01","Quang Ngai","98/0581,980581,Dixon,I980581,IBA980581,IITA-IBA980581,IITA-TMS-980581,TMS 98/0581,TMS-I980581","2021103MDAYT_quan_rep3_IBA980581_10",3,10,1,10,"test"," (Operator: lizbethpino, Time: )","IITA-TMS-IBA980581","test",1,0.333333333,1,NA,1,NA,NA,1,108.3333333,NA,NA,NA,NA,NA,NA,25,108.3333333,NA,NA,NA,NA,NA,25,11,NA
2021,"2021103MDAYT_quan","2021103MDAYT_quan",4,4,"2021-April-13","2022-January-01","Quang Ngai",NA,"2021103MDAYT_quan_rep3_KM419_34",3,34,3,10,"check"," (Operator: lizbethpino, Time: )","KM419","test",3.142857143,0.333333333,2.454545455,NA,2.428571429,NA,NA,3.142857143,98.33333333,NA,NA,NA,NA,NA,NA,25,98.33333333,NA,NA,NA,NA,NA,22,18.5,NA
2021,"2021103MDAYT_quan","2021103MDAYT_quan",4,4,"2021-April-13","2022-January-01","Quang Ngai",NA,"2021103MDAYT_quan_rep3_KM505_24",3,24,2,12,"check"," (Operator: lizbethpino, Time: )","KM505","test",NA,0,2,NA,2,NA,NA,NA,119,NA,NA,NA,NA,NA,NA,25,119,NA,NA,NA,NA,NA,25,NA,NA
2021,"2021103MDAYT_quan","2021103MDAYT_quan",4,4,"2021-April-13","2022-January-01","Quang Ngai",NA,"2021103MDAYT_quan_rep3_KM94_23",3,23,2,11,"check"," (Operator: lizbethpino, Time: )","KU50_is_KM94","check_released",1.64,0,1.52,NA,1.68,NA,NA,1.64,122.6666667,NA,NA,NA,NA,NA,NA,25,122.6666667,NA,NA,NA,NA,NA,25,20.6,NA
2021,"2021103MDAYT_quan","2021103MDAYT_quan",4,4,"2021-April-13","2022-January-01","Quang Ngai","GBAZEKOUTE,OBAMA,TME 419","2021103MDAYT_quan_rep3_TMEB419_11",3,11,1,11,"test"," (Operator: lizbethpino, Time: )","TMEB419","test",1,0,1,NA,1,NA,NA,1,116.3333333,NA,NA,NA,NA,NA,NA,25,116.3333333,NA,NA,NA,NA,NA,25,19,NA
2021,"2021103MDAYT_quan","2021103MDAYT_quan",4,4,"2021-April-13","2022-January-01","Quang Ngai",NA,"2021103MDAYT_quan_rep3_VN19-442_21",3,21,2,9,"test"," (Operator: lizbethpino, Time: )","VN19-442","test",NA,0,1,NA,1,NA,NA,NA,115.3333333,NA,NA,NA,NA,NA,NA,25,115.3333333,NA,NA,NA,NA,NA,25,15.5,NA
2021,"2021102MDAYT_tani","2021102MDAYT_tani",6,9,"2021-April-21","2022-February-20","Tay Ninh",NA,"2021102MDAYT_tani_rep1_AR18-1_13",1,13,1,4,"test"," (Operator: lizbethpino, Time: )","AR18-1","test",1,2,1,NA,NA,1,NA,NA,290,29.16666667,NA,16.5,27,NA,1.67,NA,390,NA,NA,NA,45,90,NA,16.5,4.81250000055
2021,"2021102MDAYT_tani","2021102MDAYT_tani",6,9,"2021-April-21","2022-February-20","Tay Ninh",NA,"2021102MDAYT_tani_rep1_AR35-1_10",1,10,2,3,"check"," (Operator: lizbethpino, Time: )","AR35-1","test",1,4,1,NA,NA,1,NA,NA,103.33,39.58333333,NA,49,28,NA,2,NA,436.67,NA,NA,NA,165,10,NA,30,11.874999999
2021,"2021102MDAYT_tani","2021102MDAYT_tani",6,9,"2021-April-21","2022-February-20","Tay Ninh",NA,"2021102MDAYT_tani_rep1_AR42-4_6",1,6,2,2,"test"," (Operator: lizbethpino, Time: )","AR42-4","test",1,1.33,1,NA,NA,1,NA,NA,443.33,54.16666667,NA,48,28,NA,2,NA,503.33,NA,NA,NA,139,30,NA,28.3,15.32916666761
2021,"2021102MDAYT_tani","2021102MDAYT_tani",6,9,"2021-April-21","2022-February-20","Tay Ninh",NA,"2021102MDAYT_tani_rep1_AR9-48_12",1,12,4,3,"test"," (Operator: lizbethpino, Time: )","AR9-48","test",1,1.67,1,NA,NA,1,NA,NA,256.67,62.5,NA,44,28,NA,1.67,NA,320,NA,NA,NA,145,60,NA,26.1,16.3125
2021,"2021102MDAYT_tani","2021102MDAYT_tani",6,9,"2021-April-21","2022-February-20","Tay Ninh",NA,"2021102MDAYT_tani_rep1_CR13-8_14",1,14,2,4,"test"," (Operator: lizbethpino, Time: )","CR13-8","test",1,2.67,1,NA,NA,1,NA,NA,280,20.83333333,NA,53,28,NA,2,NA,440,NA,NA,NA,150,30,NA,27.1,5.64583333243
2021,"2021102MDAYT_tani","2021102MDAYT_tani",6,9,"2021-April-21","2022-February-20","Tay Ninh",NA,"2021102MDAYT_tani_rep1_CR24-16_9",1,9,1,3,"check"," (Operator: lizbethpino, Time: )","CR24-16","test",1,0,1,NA,NA,1,NA,NA,376.67,43.75,NA,89,27,NA,2.33,NA,376.67,NA,NA,NA,225,10,NA,26.3,11.50625
2021,"2021102MDAYT_tani","2021102MDAYT_tani",6,9,"2021-April-21","2022-February-20","Tay Ninh",NA,"2021102MDAYT_tani_rep1_CR25-4_15",1,15,3,4,"test"," (Operator: lizbethpino, Time: )","CR25-4","test",1,1.33,1,NA,NA,1,NA,NA,413.33,51.04166667,NA,80,28,NA,1.67,NA,466.67,NA,NA,NA,210,0,NA,26.9,13.73020833423
2021,"2021102MDAYT_tani","2021102MDAYT_tani",6,9,"2021-April-21","2022-February-20","Tay Ninh",NA,"2021102MDAYT_tani_rep1_CR27-20_2",1,2,2,1,"test"," (Operator: lizbethpino, Time: )","CR27-20","test",1,2.67,1,NA,NA,1,NA,NA,185,39.58333333,NA,NA,28,NA,1.33,NA,305,NA,NA,NA,NA,100,NA,NA,NA
2021,"2021102MDAYT_tani","2021102MDAYT_tani",6,9,"2021-April-21","2022-February-20","Tay Ninh","CR52A-4","2021102MDAYT_tani_rep1_CR52A-4_5",1,5,1,2,"test"," (Operator: lizbethpino, Time: )","CR52A4","test",1,3.67,1,NA,NA,1,NA,NA,120,53.125,NA,203,28,NA,1.33,NA,473.33,NA,NA,NA,535,2,NA,23.3,12.378125
2021,"2021102MDAYT_tani","2021102MDAYT_tani",6,9,"2021-April-21","2022-February-20","Tay Ninh",NA,"2021102MDAYT_tani_rep1_IITA-TMS-IBA-972205_11",1,11,3,3,"test"," (Operator: lizbethpino, Time: )","IITA-TMS-IBA-972205","test",1,4,1,NA,NA,1,NA,NA,120,14.58333333,NA,85,28,NA,2,NA,430,NA,NA,NA,205,0,NA,25.7,3.74791666581
2021,"2021102MDAYT_tani","2021102MDAYT_tani",6,9,"2021-April-21","2022-February-20","Tay Ninh",NA,"2021102MDAYT_tani_rep1_IITA-TMS-IBA-980581_1",1,1,1,1,"test"," (Operator: lizbethpino, Time: )","IITA-TMS-IBA-980581","test",1,1,1,NA,NA,1,NA,NA,53.33,56.25,NA,37,26,NA,2,NA,383.33,NA,NA,NA,111,40,NA,19.6,11.025
2021,"2021102MDAYT_tani","2021102MDAYT_tani",6,9,"2021-April-21","2022-February-20","Tay Ninh",NA,"2021102MDAYT_tani_rep1_KM419_4",1,4,4,1,"test"," (Operator: lizbethpino, Time: )","KM419","test",3.43,1,3.07,NA,NA,3.31,NA,NA,206.67,54.16666667,NA,79,28,NA,2,NA,306.67,NA,NA,NA,260,5,NA,24.2,13.10833333414
2021,"2021102MDAYT_tani","2021102MDAYT_tani",6,9,"2021-April-21","2022-February-20","Tay Ninh",NA,"2021102MDAYT_tani_rep1_KM505_7",1,7,3,2,"test"," (Operator: lizbethpino, Time: )","KM505","test",2.26,0.67,1.38,NA,NA,2.68,NA,NA,401.67,29.16666667,NA,95,28,NA,2,NA,423.33,NA,NA,NA,208,5,NA,30,8.750000001
2021,"2021102MDAYT_tani","2021102MDAYT_tani",6,9,"2021-April-21","2022-February-20","Tay Ninh",NA,"2021102MDAYT_tani_rep1_KU50_16",1,16,4,4,"test"," (Operator: lizbethpino, Time: )","KU50_is_KM94","check_released",3.13,1.33,3.07,NA,NA,3.19,NA,NA,236.67,33.33333333,NA,59,28,NA,1.33,NA,436.67,NA,NA,NA,175,0,NA,30,9.999999999
2021,"2021102MDAYT_tani","2021102MDAYT_tani",6,9,"2021-April-21","2022-February-20","Tay Ninh","GBAZEKOUTE,OBAMA,TME 419","2021102MDAYT_tani_rep1_TMEB419_8",1,8,4,2,"test"," (Operator: lizbethpino, Time: )","TMEB419","test",1,0,1,NA,NA,1,NA,NA,453.33,41.66666667,NA,83.5,28,NA,1.67,NA,453.33,NA,NA,NA,190,30,NA,26.6,11.08333333422
2021,"2021102MDAYT_tani","2021102MDAYT_tani",6,9,"2021-April-21","2022-February-20","Tay Ninh",NA,"2021102MDAYT_tani_rep1_VN19-442_3",1,3,3,1,"test"," (Operator: lizbethpino, Time: )","VN19-442","test",1.24,0,1.17,NA,NA,2,NA,NA,423.33,33.33333333,NA,141,26,NA,2.67,NA,423.33,NA,NA,NA,382,5,NA,20.2,6.73333333266
2021,"2021102MDAYT_tani","2021102MDAYT_tani",6,9,"2021-April-21","2022-February-20","Tay Ninh",NA,"2021102MDAYT_tani_rep2_AR18-1_30",2,30,2,8,"check"," (Operator: lizbethpino, Time: )","AR18-1","test",1,1.33,1,NA,NA,1,NA,NA,330,25,NA,47,28,NA,1.67,NA,440,NA,NA,NA,125,0,NA,28.8,7.2
2021,"2021102MDAYT_tani","2021102MDAYT_tani",6,9,"2021-April-21","2022-February-20","Tay Ninh",NA,"2021102MDAYT_tani_rep2_AR35-1_17",2,17,1,5,"test"," (Operator: lizbethpino, Time: )","AR35-1","test",1,2,1,NA,NA,1,NA,NA,190,22.91666667,NA,57,27,NA,3.33,NA,343.33,NA,NA,NA,155,10,NA,20.9,4.78958333403
2021,"2021102MDAYT_tani","2021102MDAYT_tani",6,9,"2021-April-21","2022-February-20","Tay Ninh",NA,"2021102MDAYT_tani_rep2_AR42-4_29",2,29,1,8,"check"," (Operator: lizbethpino, Time: )","AR42-4","test",1,2.33,1,NA,NA,1,NA,NA,356.67,8.333333333,NA,92,28,NA,2.33,NA,453.33,NA,NA,NA,250,0,NA,28,2.33333333324
2021,"2021102MDAYT_tani","2021102MDAYT_tani",6,9,"2021-April-21","2022-February-20","Tay Ninh",NA,"2021102MDAYT_tani_rep2_AR9-48_31",2,31,3,8,"test"," (Operator: lizbethpino, Time: )","AR9-48","test",1,3,1,NA,NA,1,NA,NA,240,56.25,NA,127,28,NA,1.67,NA,413.33,NA,NA,NA,360,5,NA,30,16.875
2021,"2021102MDAYT_tani","2021102MDAYT_tani",6,9,"2021-April-21","2022-February-20","Tay Ninh",NA,"2021102MDAYT_tani_rep2_CR13-8_25",2,25,1,7,"test"," (Operator: lizbethpino, Time: )","CR13-8","test",1,2,1,NA,NA,1,NA,NA,343.33,45.83333333,NA,93,28,NA,1.67,NA,410,NA,NA,NA,275,0,NA,26.1,11.96249999913
2021,"2021102MDAYT_tani","2021102MDAYT_tani",6,9,"2021-April-21","2022-February-20","Tay Ninh",NA,"2021102MDAYT_tani_rep2_CR24-16_22",2,22,2,6,"test"," (Operator: lizbethpino, Time: )","CR24-16","test",1,0,1,NA,NA,1,NA,NA,383.33,52.08333333,NA,92,27,NA,2.33,NA,383.33,NA,NA,NA,230,5,NA,30,15.624999999
2021,"2021102MDAYT_tani","2021102MDAYT_tani",6,9,"2021-April-21","2022-February-20","Tay Ninh",NA,"2021102MDAYT_tani_rep2_CR25-4_26",2,26,2,7,"check"," (Operator: lizbethpino, Time: )","CR25-4","test",1,1.67,1,NA,NA,1,NA,NA,413.33,25,NA,59,28,NA,1.67,NA,476.67,NA,NA,NA,146,20,NA,30,7.5
2021,"2021102MDAYT_tani","2021102MDAYT_tani",6,9,"2021-April-21","2022-February-20","Tay Ninh",NA,"2021102MDAYT_tani_rep2_CR27-20_27",2,27,3,7,"test"," (Operator: lizbethpino, Time: )","CR27-20","test",1,2.67,1,NA,NA,1,NA,NA,133.33,31.25,NA,80.5,27,NA,1.67,NA,353.33,NA,NA,NA,170,5,NA,30,9.375
2021,"2021102MDAYT_tani","2021102MDAYT_tani",6,9,"2021-April-21","2022-February-20","Tay Ninh","CR52A-4","2021102MDAYT_tani_rep2_CR52A-4_20",2,20,4,5,"test"," (Operator: lizbethpino, Time: )","CR52A4","test",1,4,1,NA,NA,1,NA,NA,146.67,37.5,NA,109,28,NA,1.33,NA,480,NA,NA,NA,320,0,NA,30,11.25
2021,"2021102MDAYT_tani","2021102MDAYT_tani",6,9,"2021-April-21","2022-February-20","Tay Ninh",NA,"2021102MDAYT_tani_rep2_IITA-TMS-IBA-972205_24",2,24,4,6,"test"," (Operator: lizbethpino, Time: )","IITA-TMS-IBA-972205","test",1,5,1,NA,NA,1,NA,NA,93.33,20.83333333,NA,119,28,NA,1.33,NA,393.33,NA,NA,NA,305,0,NA,26,5.4166666658
2021,"2021102MDAYT_tani","2021102MDAYT_tani",6,9,"2021-April-21","2022-February-20","Tay Ninh",NA,"2021102MDAYT_tani_rep2_IITA-TMS-IBA-980581_28",2,28,4,7,"test"," (Operator: lizbethpino, Time: )","IITA-TMS-IBA-980581","test",1,0.67,1,NA,NA,1,NA,NA,360,33.33333333,NA,96,28,NA,2,NA,430,NA,NA,NA,120,0,NA,24.3,8.09999999919
2021,"2021102MDAYT_tani","2021102MDAYT_tani",6,9,"2021-April-21","2022-February-20","Tay Ninh",NA,"2021102MDAYT_tani_rep2_KM419_23",2,23,3,6,"test"," (Operator: lizbethpino, Time: )","KM419","test",3.35,0.33,2.96,NA,NA,3.31,NA,NA,150,35.41666667,NA,44,28,NA,2.33,NA,223.33,NA,NA,NA,160,0,NA,24.6,8.71250000082
2021,"2021102MDAYT_tani","2021102MDAYT_tani",6,9,"2021-April-21","2022-February-20","Tay Ninh",NA,"2021102MDAYT_tani_rep2_KM505_32",2,32,4,8,"test"," (Operator: lizbethpino, Time: )","KM505","test",2,0,2,NA,NA,3,NA,NA,406.67,31.25,NA,92,28,NA,2.33,NA,406.67,NA,NA,NA,265,0,NA,30,9.375
2021,"2021102MDAYT_tani","2021102MDAYT_tani",6,9,"2021-April-21","2022-February-20","Tay Ninh",NA,"2021102MDAYT_tani_rep2_KU50_19",2,19,3,5,"test"," (Operator: lizbethpino, Time: )","KU50_is_KM94","check_released",2.57,0,3.02,NA,NA,2.65,NA,NA,416.67,35.41666667,NA,73.5,28,NA,1.67,NA,416.67,NA,NA,NA,240,40,NA,30,10.625000001
2021,"2021102MDAYT_tani","2021102MDAYT_tani",6,9,"2021-April-21","2022-February-20","Tay Ninh","GBAZEKOUTE,OBAMA,TME 419","2021102MDAYT_tani_rep2_TMEB419_18",2,18,2,5,"test"," (Operator: lizbethpino, Time: )","TMEB419","test",1,0,1,NA,NA,1,NA,NA,516.67,31.25,NA,127,28,NA,2,NA,516.67,NA,NA,NA,245,0,NA,25.3,7.90625
2021,"2021102MDAYT_tani","2021102MDAYT_tani",6,9,"2021-April-21","2022-February-20","Tay Ninh",NA,"2021102MDAYT_tani_rep2_VN19-442_21",2,21,1,6,"check"," (Operator: lizbethpino, Time: )","VN19-442","test",2.06,0,1.54,NA,NA,2.59,NA,NA,400,6.25,NA,131,28,NA,2,NA,400,NA,NA,NA,360,0,NA,25.5,1.59375
2021,"2021102MDAYT_tani","2021102MDAYT_tani",6,9,"2021-April-21","2022-February-20","Tay Ninh",NA,"2021102MDAYT_tani_rep3_AR18-1_48",3,48,4,12,"test"," (Operator: lizbethpino, Time: )","AR18-1","test",1,2,1,NA,NA,1,NA,NA,256.67,30.20833333,NA,21,26,NA,1.67,NA,380,NA,NA,NA,55,80,NA,19.2,5.79999999936
2021,"2021102MDAYT_tani","2021102MDAYT_tani",6,9,"2021-April-21","2022-February-20","Tay Ninh",NA,"2021102MDAYT_tani_rep3_AR35-1_35",3,35,3,9,"test"," (Operator: lizbethpino, Time: )","AR35-1","test",1,2.33,1,NA,NA,1,NA,NA,203.33,29.16666667,NA,44,28,NA,2,NA,443.33,NA,NA,NA,100,80,NA,29.6,8.63333333432
2021,"2021102MDAYT_tani","2021102MDAYT_tani",6,9,"2021-April-21","2022-February-20","Tay Ninh",NA,"2021102MDAYT_tani_rep3_AR42-4_44",3,44,4,11,"check"," (Operator: lizbethpino, Time: )","AR42-4","test",1,1,1,NA,NA,1,NA,NA,276.67,37.5,NA,48,28,NA,1,NA,410,NA,NA,NA,130,80,NA,29.1,10.9125
2021,"2021102MDAYT_tani","2021102MDAYT_tani",6,9,"2021-April-21","2022-February-20","Tay Ninh",NA,"2021102MDAYT_tani_rep3_AR9-48_41",3,41,1,11,"test"," (Operator: lizbethpino, Time: )","AR9-48","test",1,4,1,NA,NA,1,NA,NA,263.33,16.66666667,NA,114,28,NA,2,NA,400,NA,NA,NA,279,50,NA,28.9,4.81666666763
2021,"2021102MDAYT_tani","2021102MDAYT_tani",6,9,"2021-April-21","2022-February-20","Tay Ninh",NA,"2021102MDAYT_tani_rep3_CR13-8_40",3,40,4,10,"check"," (Operator: lizbethpino, Time: )","CR13-8","test",1,3.67,1,NA,NA,1,NA,NA,230,25,NA,63,28,NA,2.33,NA,390,NA,NA,NA,185,0,NA,30,7.5
2021,"2021102MDAYT_tani","2021102MDAYT_tani",6,9,"2021-April-21","2022-February-20","Tay Ninh",NA,"2021102MDAYT_tani_rep3_CR24-16_36",3,36,4,9,"test"," (Operator: lizbethpino, Time: )","CR24-16","test",1,0,1,NA,NA,1,NA,NA,406.67,39.58333333,NA,54,28,NA,2.33,NA,406.67,NA,NA,NA,139,80,NA,30,11.874999999
2021,"2021102MDAYT_tani","2021102MDAYT_tani",6,9,"2021-April-21","2022-February-20","Tay Ninh",NA,"2021102MDAYT_tani_rep3_CR25-4_46",3,46,2,12,"test"," (Operator: lizbethpino, Time: )","CR25-4","test",1,2.33,1,NA,NA,1,NA,NA,433.33,37.5,NA,40,28,NA,2.33,NA,453.33,NA,NA,NA,132,0,NA,26.2,9.825
2021,"2021102MDAYT_tani","2021102MDAYT_tani",6,9,"2021-April-21","2022-February-20","Tay Ninh",NA,"2021102MDAYT_tani_rep3_CR27-20_45",3,45,1,12,"test"," (Operator: lizbethpino, Time: )","CR27-20","test",1,3,1,NA,NA,1,NA,NA,156.67,45.83333333,NA,34,28,NA,1.67,NA,333.33,NA,NA,NA,55,80,NA,27.6,12.64999999908
2021,"2021102MDAYT_tani","2021102MDAYT_tani",6,9,"2021-April-21","2022-February-20","Tay Ninh","CR52A-4","2021102MDAYT_tani_rep3_CR52A-4_47",3,47,3,12,"test"," (Operator: lizbethpino, Time: )","CR52A4","test",1,4,1,NA,NA,1,NA,NA,123.33,39.58333333,NA,106,28,NA,2,NA,413.33,NA,NA,NA,290,5,NA,24.2,9.57916666586
2021,"2021102MDAYT_tani","2021102MDAYT_tani",6,9,"2021-April-21","2022-February-20","Tay Ninh",NA,"2021102MDAYT_tani_rep3_IITA-TMS-IBA-972205_42",3,42,2,11,"test"," (Operator: lizbethpino, Time: )","IITA-TMS-IBA-972205","test",1,3.67,1,NA,NA,1,NA,NA,161.67,6.25,NA,61,28,NA,2,NA,416.67,NA,NA,NA,180,0,NA,25.1,1.56875
2021,"2021102MDAYT_tani","2021102MDAYT_tani",6,9,"2021-April-21","2022-February-20","Tay Ninh",NA,"2021102MDAYT_tani_rep3_IITA-TMS-IBA-980581_39",3,39,3,10,"test"," (Operator: lizbethpino, Time: )","IITA-TMS-IBA-980581","test",1,0.67,1,NA,NA,1,NA,NA,190,45.83333333,NA,74,28,NA,2,NA,433.33,NA,NA,NA,180,0,NA,23.7,10.86249999921
2021,"2021102MDAYT_tani","2021102MDAYT_tani",6,9,"2021-April-21","2022-February-20","Tay Ninh",NA,"2021102MDAYT_tani_rep3_KM419_33",3,33,1,9,"test"," (Operator: lizbethpino, Time: )","KM419","test",3.35,0,3.19,NA,NA,3.17,NA,NA,210,27.08333333,NA,26,28,NA,2.67,NA,210,NA,NA,NA,97,10,NA,28.9,7.82708333237
2021,"2021102MDAYT_tani","2021102MDAYT_tani",6,9,"2021-April-21","2022-February-20","Tay Ninh",NA,"2021102MDAYT_tani_rep3_KM505_37",3,37,1,10,"check"," (Operator: lizbethpino, Time: )","KM505","test",2.44,0,2,NA,NA,2.54,NA,NA,363.33,5.208333333,NA,82,28,NA,2,NA,363.33,NA,NA,NA,209,0,NA,30,1.5624999999
2021,"2021102MDAYT_tani","2021102MDAYT_tani",6,9,"2021-April-21","2022-February-20","Tay Ninh",NA,"2021102MDAYT_tani_rep3_KU50_34",3,34,2,9,"test"," (Operator: lizbethpino, Time: )","KU50_is_KM94","check_released",2.91,0.33,2.85,NA,NA,2.89,NA,NA,330,37.5,NA,73,28,NA,2.67,NA,396.67,NA,NA,NA,200,0,NA,30,11.25
2021,"2021102MDAYT_tani","2021102MDAYT_tani",6,9,"2021-April-21","2022-February-20","Tay Ninh","GBAZEKOUTE,OBAMA,TME 419","2021102MDAYT_tani_rep3_TMEB419_43",3,43,3,11,"test"," (Operator: lizbethpino, Time: )","TMEB419","test",1,0,1,NA,NA,1,NA,NA,466.67,39.58333333,NA,141,28,NA,2,NA,466.67,NA,NA,NA,320,0,NA,30,11.874999999
2021,"2021102MDAYT_tani","2021102MDAYT_tani",6,9,"2021-April-21","2022-February-20","Tay Ninh",NA,"2021102MDAYT_tani_rep3_VN19-442_38",3,38,2,10,"test"," (Operator: lizbethpino, Time: )","VN19-442","test",1.94,0,1.93,NA,NA,2.57,NA,NA,373.33,16.66666667,NA,107,24,NA,3.33,NA,373.33,NA,NA,NA,290,0,NA,27,4.5000000009
2020,"202089MDAYT_tani","202089MDAYT_tani",1,3.2,"2020-May-18","2021-March-09","Tay Ninh",NA,"202089MDAYT_tani_rep1_AR11-12_0704",1,704,7,4,"test"," (Operator: lizbethpino, Time: )","AR11-12","test",1,3,1,NA,1,1,NA,1,75,10.80208333,NA,NA,NA,NA,NA,25,250,NA,NA,NA,NA,NA,NA,NA,NA
2020,"202089MDAYT_tani","202089MDAYT_tani",1,3.2,"2020-May-18","2021-March-09","Tay Ninh",NA,"202089MDAYT_tani_rep1_AR12-11_1201",1,1201,12,1,"test"," (Operator: lizbethpino, Time: )","AR12-11","test",1,4,1,NA,1,1,NA,1,55,47.35416667,NA,NA,NA,NA,NA,25,200,NA,NA,NA,NA,NA,NA,21.9,10.37056250073
2020,"202089MDAYT_tani","202089MDAYT_tani",1,3.2,"2020-May-18","2021-March-09","Tay Ninh",NA,"202089MDAYT_tani_rep1_AR12-57_1001",1,1001,10,1,"test"," (Operator: lizbethpino, Time: )","AR12-57","test",1,6,1,NA,1,1,NA,1,80,NA,NA,NA,NA,NA,NA,25,300,NA,NA,NA,NA,NA,NA,NA,NA
2020,"202089MDAYT_tani","202089MDAYT_tani",1,3.2,"2020-May-18","2021-March-09","Tay Ninh",NA,"202089MDAYT_tani_rep1_AR14-2_0604",1,604,6,4,"test"," (Operator: lizbethpino, Time: )","AR14-2","test",1,1,1,NA,1,1,NA,1,200,22.39583333,NA,NA,NA,NA,NA,25,300,NA,NA,NA,NA,NA,NA,25.5,5.71093749915
2020,"202089MDAYT_tani","202089MDAYT_tani",1,3.2,"2020-May-18","2021-March-09","Tay Ninh",NA,"202089MDAYT_tani_rep1_AR14-3_0103",1,103,1,3,"test"," (Operator: lizbethpino, Time: )","AR14-3","test",1,4,1,NA,1,1,NA,1,120,15.90625,NA,NA,NA,NA,NA,25,300,NA,NA,NA,NA,NA,NA,27.7,4.40603125
2020,"202089MDAYT_tani","202089MDAYT_tani",1,3.2,"2020-May-18","2021-March-09","Tay Ninh",NA,"202089MDAYT_tani_rep1_AR17-18_0802",1,802,8,2,"test"," (Operator: lizbethpino, Time: )","AR17-18","test",1,3,1,NA,1,1,NA,1,110,5.4375,NA,NA,NA,NA,NA,25,300,NA,NA,NA,NA,NA,NA,25.90199637,1.40842105261875
